,Message,Timestamp,Geometry,name,lock_resource,lock_container,queue_a,queue_b,entry_a,entry_b,lock_id
39,1510192 leaves lock,2023-12-31 13:44:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
40,760855 enters lock,2023-12-31 23:54:05.439921,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
41,Closes entry A,2023-12-31 23:54:57.019428,,1293397,1,0,0,0,True,False,1293397
42,Opens entry B,2024-01-01 00:24:57.019428,,1293397,1,0,0,0,False,True,1293397
43,760855 leaves lock,2024-01-01 00:24:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
44,760855 enters lock,2024-01-01 00:25:27.768878,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
45,760855 leaves lock,2024-01-01 00:56:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
46,2486060 enters lock,2024-01-01 12:31:05.439921,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
47,Closes entry A,2024-01-01 12:31:57.019428,,1293397,1,0,0,0,True,False,1293397
48,Opens entry B,2024-01-01 13:01:57.019428,,1293397,1,0,0,0,False,True,1293397
49,2486060 leaves lock,2024-01-01 13:01:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
50,2486060 enters lock,2024-01-01 13:02:27.768878,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
51,2486060 leaves lock,2024-01-01 13:33:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
52,2033644 enters lock,2024-01-02 00:03:05.439921,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
53,Closes entry A,2024-01-02 00:03:57.019428,,1293397,1,0,0,0,True,False,1293397
54,Opens entry B,2024-01-02 00:33:57.019428,,1293397,1,0,0,0,False,True,1293397
55,2033644 leaves lock,2024-01-02 00:33:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
56,2033644 enters lock,2024-01-02 00:34:27.768878,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
57,2033644 leaves lock,2024-01-02 01:05:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
58,876766 enters lock,2024-01-02 01:07:05.439921,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
59,Closes entry A,2024-01-02 01:07:57.019428,,1293397,1,0,0,0,True,False,1293397
60,Opens entry B,2024-01-02 01:37:57.019428,,1293397,1,0,0,0,False,True,1293397
61,876766 leaves lock,2024-01-02 01:37:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
62,876766 enters lock,2024-01-02 01:38:27.768878,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
63,876766 leaves lock,2024-01-02 02:09:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
64,927645 enters lock,2024-01-02 11:02:05.439921,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
65,Closes entry A,2024-01-02 11:02:57.019428,,1293397,1,0,0,0,True,False,1293397
66,Opens entry B,2024-01-02 11:32:57.019428,,1293397,1,0,0,0,False,True,1293397
67,927645 leaves lock,2024-01-02 11:32:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
68,927645 enters lock,2024-01-02 11:33:27.768878,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
69,927645 leaves lock,2024-01-02 12:04:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
70,Closes entry A,2024-01-03 06:11:57.019428,,1293397,0,0,0,1,True,False,1293397
71,Opens entry B,2024-01-03 06:41:57.019428,,1293397,0,0,0,1,False,True,1293397
72,459886 enters lock,2024-01-03 06:41:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
73,459886 leaves lock,2024-01-03 07:13:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
74,459886 enters lock,2024-01-03 07:14:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
75,Closes entry A,2024-01-03 07:15:57.019428,,1293397,1,0,0,0,True,False,1293397
76,Opens entry B,2024-01-03 07:45:57.019428,,1293397,1,0,0,0,False,True,1293397
77,459886 leaves lock,2024-01-03 07:45:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
0,Closes entry A,2023-12-25 22:53:11.278753,,1293308,0,0,0,1,True,False,1293308
1,Opens entry B,2023-12-25 23:23:11.278753,,1293308,0,0,0,1,False,True,1293308
2,2189225 enters lock,2023-12-25 23:23:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
3,2189225 leaves lock,2023-12-25 23:55:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
4,Closes entry A,2023-12-26 03:26:11.278753,,1293308,0,0,0,2,True,False,1293308
5,Opens entry B,2023-12-26 03:56:11.278753,,1293308,0,0,0,2,False,True,1293308
6,2003602 enters lock,2023-12-26 03:56:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,2,0,0,0,False,True,1293308
7,2193858 enters lock,2023-12-26 03:56:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,2,0,0,0,False,True,1293308
8,2003602 leaves lock,2023-12-26 04:28:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,2,0,0,0,True,False,1293308
9,2193858 leaves lock,2023-12-26 04:28:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
10,Closes entry A,2023-12-26 04:30:11.278753,,1293308,0,0,0,2,True,False,1293308
11,Opens entry B,2023-12-26 05:00:11.278753,,1293308,0,0,0,2,False,True,1293308
12,939224 enters lock,2023-12-26 05:00:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,2,0,0,0,False,True,1293308
13,2003603 enters lock,2023-12-26 05:00:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,2,0,0,0,False,True,1293308
14,939224 leaves lock,2023-12-26 05:32:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,2,0,0,0,True,False,1293308
15,2003603 leaves lock,2023-12-26 05:32:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
16,Closes entry A,2023-12-26 05:34:11.278753,,1293308,0,0,0,1,True,False,1293308
17,Opens entry B,2023-12-26 06:04:11.278753,,1293308,0,0,0,1,False,True,1293308
18,934524 enters lock,2023-12-26 06:04:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
19,934524 leaves lock,2023-12-26 06:36:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
20,Closes entry A,2023-12-26 11:37:11.278753,,1293308,0,0,0,1,True,False,1293308
21,Opens entry B,2023-12-26 12:07:11.278753,,1293308,0,0,0,1,False,True,1293308
22,936841 enters lock,2023-12-26 12:07:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
23,936841 leaves lock,2023-12-26 12:39:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
24,1510192 enters lock,2023-12-31 08:03:43.081307,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,True,False,1293308
25,Closes entry A,2023-12-31 08:04:11.278753,,1293308,1,0,0,0,True,False,1293308
26,Opens entry B,2023-12-31 08:34:11.278753,,1293308,1,0,0,0,False,True,1293308
27,1510192 leaves lock,2023-12-31 08:34:11.278753,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,False,True,1293308
28,1510192 enters lock,2023-12-31 08:34:40.656929,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
29,1510192 leaves lock,2023-12-31 09:06:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
30,760855 enters lock,2023-12-31 19:47:43.081307,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,True,False,1293308
31,Closes entry A,2023-12-31 19:48:11.278753,,1293308,1,0,0,0,True,False,1293308
32,Opens entry B,2023-12-31 20:18:11.278753,,1293308,1,0,0,0,False,True,1293308
33,760855 leaves lock,2023-12-31 20:18:11.278753,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,False,True,1293308
34,760855 enters lock,2023-12-31 20:18:40.656929,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
35,760855 leaves lock,2023-12-31 20:50:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
36,2486060 enters lock,2024-01-01 08:24:30.614725,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,True,False,1293308
37,Closes entry A,2024-01-01 08:25:11.278753,,1293308,1,0,0,0,True,False,1293308
38,Opens entry B,2024-01-01 08:55:11.278753,,1293308,1,0,0,0,False,True,1293308
39,2486060 leaves lock,2024-01-01 08:55:11.278753,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,False,True,1293308
40,2486060 enters lock,2024-01-01 08:55:40.656929,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
41,2486060 leaves lock,2024-01-01 09:27:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
42,2033644 enters lock,2024-01-01 19:56:30.614725,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,True,False,1293308
43,Closes entry A,2024-01-01 19:57:11.278753,,1293308,1,0,0,0,True,False,1293308
44,Opens entry B,2024-01-01 20:27:11.278753,,1293308,1,0,0,0,False,True,1293308
45,2033644 leaves lock,2024-01-01 20:27:11.278753,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,False,True,1293308
46,2033644 enters lock,2024-01-01 20:27:40.656929,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
47,2033644 leaves lock,2024-01-01 20:59:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
48,876766 enters lock,2024-01-01 21:00:30.614725,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,True,False,1293308
49,Closes entry A,2024-01-01 21:01:11.278753,,1293308,1,0,0,0,True,False,1293308
50,Opens entry B,2024-01-01 21:31:11.278753,,1293308,1,0,0,0,False,True,1293308
51,876766 leaves lock,2024-01-01 21:31:11.278753,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,False,True,1293308
52,876766 enters lock,2024-01-01 21:31:40.656929,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
53,876766 leaves lock,2024-01-01 22:03:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
54,927645 enters lock,2024-01-02 06:55:30.614725,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,True,False,1293308
55,Closes entry A,2024-01-02 06:56:11.278753,,1293308,1,0,0,0,True,False,1293308
56,Opens entry B,2024-01-02 07:26:11.278753,,1293308,1,0,0,0,False,True,1293308
57,927645 leaves lock,2024-01-02 07:26:11.278753,POINT (8.333737430473324 49.99911132460524),1293308,1,0,0,0,False,True,1293308
58,927645 enters lock,2024-01-02 07:26:40.656929,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
59,927645 leaves lock,2024-01-02 07:58:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
60,Closes entry A,2024-01-03 10:50:11.278753,,1293308,0,0,0,1,True,False,1293308
61,Opens entry B,2024-01-03 11:20:11.278753,,1293308,0,0,0,1,False,True,1293308
62,459886 enters lock,2024-01-03 11:20:21.180596,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,False,True,1293308
63,459886 leaves lock,2024-01-03 11:52:11.278753,POINT (8.334130254931084 49.99918028235348),1293308,1,0,0,0,True,False,1293308
0,Closes entry A,2023-12-25 22:59:54.864366,,49032,0,0,0,1,True,False,49032
1,Opens entry B,2023-12-25 23:29:54.864366,,49032,0,0,0,1,False,True,49032
2,2145169 enters lock,2023-12-25 23:29:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
3,2145169 leaves lock,2023-12-26 00:01:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
4,Closes entry A,2023-12-26 01:49:54.864366,,49032,0,0,0,1,True,False,49032
5,Opens entry B,2023-12-26 02:19:54.864366,,49032,0,0,0,1,False,True,49032
6,1081906 enters lock,2023-12-26 02:20:03.831236,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
7,1081906 leaves lock,2023-12-26 02:51:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
8,Closes entry A,2023-12-26 16:48:54.864366,,49032,0,0,0,1,True,False,49032
9,Opens entry B,2023-12-26 17:18:54.864366,,49032,0,0,0,2,False,True,49032
10,1102026 enters lock,2023-12-26 17:19:02.495657,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,1,False,True,49032
11,693954 enters lock,2023-12-26 17:19:03.614385,POINT (5.822588443819979 51.85334354929841),49032,2,0,0,0,False,True,49032
12,1102026 leaves lock,2023-12-26 17:50:54.864366,POINT (5.822588443819979 51.85334354929841),49032,2,0,0,0,True,False,49032
13,693954 leaves lock,2023-12-26 17:50:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
14,Closes entry A,2023-12-26 19:48:54.864366,,49032,0,0,0,1,True,False,49032
15,Opens entry B,2023-12-26 20:18:54.864366,,49032,0,0,0,1,False,True,49032
16,2337674 enters lock,2023-12-26 20:19:02.495657,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
17,2337674 leaves lock,2023-12-26 20:50:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,1,True,False,49032
18,Closes entry A,2023-12-26 20:52:54.864366,,49032,0,0,0,1,True,False,49032
19,Opens entry B,2023-12-26 21:22:54.864366,,49032,0,0,0,1,False,True,49032
20,1772694 enters lock,2023-12-26 21:22:58.686779,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
21,1772694 leaves lock,2023-12-26 21:54:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
22,Closes entry A,2023-12-26 22:48:54.864366,,49032,0,0,0,1,True,False,49032
23,Opens entry B,2023-12-26 23:18:54.864366,,49032,0,0,0,2,False,True,49032
24,828146 enters lock,2023-12-26 23:18:57.504424,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,1,False,True,49032
25,1570264 enters lock,2023-12-26 23:19:02.495657,POINT (5.822588443819979 51.85334354929841),49032,2,0,0,0,False,True,49032
26,828146 leaves lock,2023-12-26 23:50:54.864366,POINT (5.822588443819979 51.85334354929841),49032,2,0,0,0,True,False,49032
27,1570264 leaves lock,2023-12-26 23:50:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
28,464616 enters lock,2023-12-27 05:48:57.896145,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,0,True,False,49032
29,Closes entry A,2023-12-27 05:49:54.864366,,49032,1,0,0,0,True,False,49032
30,Opens entry B,2023-12-27 06:19:54.864366,,49032,1,0,0,1,False,True,49032
31,464616 leaves lock,2023-12-27 06:19:54.864366,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,1,False,True,49032
32,1496287 enters lock,2023-12-27 06:19:58.246496,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
33,1496287 leaves lock,2023-12-27 06:51:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
34,Closes entry A,2023-12-27 09:23:54.864366,,49032,0,0,0,1,True,False,49032
35,Opens entry B,2023-12-27 09:53:54.864366,,49032,0,0,0,1,False,True,49032
36,476297 enters lock,2023-12-27 09:54:01.848574,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
37,476297 leaves lock,2023-12-27 10:25:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
38,Closes entry A,2023-12-27 11:30:54.864366,,49032,0,0,0,1,True,False,49032
39,Opens entry B,2023-12-27 12:00:54.864366,,49032,0,0,1,1,False,True,49032
40,1807715 enters lock,2023-12-27 12:01:01.809670,POINT (5.822588443819979 51.85334354929841),49032,1,0,1,0,False,True,49032
41,1807715 leaves lock,2023-12-27 12:32:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,1,0,True,False,49032
42,2244521 enters lock,2023-12-27 12:33:01.759535,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,0,True,False,49032
43,Closes entry A,2023-12-27 12:34:54.864366,,49032,1,0,0,0,True,False,49032
44,Opens entry B,2023-12-27 13:04:54.864366,,49032,1,0,0,0,False,True,49032
45,2244521 leaves lock,2023-12-27 13:04:54.864366,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,0,False,True,49032
46,1779687 enters lock,2023-12-27 14:33:01.759535,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,1,True,False,49032
47,Closes entry A,2023-12-27 14:34:54.864366,,49032,1,0,0,1,True,False,49032
48,Opens entry B,2023-12-27 15:04:54.864366,,49032,1,0,0,1,False,True,49032
49,1779687 leaves lock,2023-12-27 15:04:54.864366,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,1,False,True,49032
50,1463914 enters lock,2023-12-27 15:05:01.809670,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
51,1463914 leaves lock,2023-12-27 15:36:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
52,2486060 enters lock,2023-12-27 17:32:41.759535,POINT (5.822339504594138 51.85303045304829),49032,2,0,0,0,True,False,49032
53,1046675 enters lock,2023-12-27 17:32:41.759535,POINT (5.822339504594138 51.85303045304829),49032,2,0,0,0,True,False,49032
54,Closes entry A,2023-12-27 17:32:54.864366,,49032,2,0,0,0,True,False,49032
55,Opens entry B,2023-12-27 18:02:54.864366,,49032,2,0,1,0,False,True,49032
56,2486060 leaves lock,2023-12-27 18:02:54.864366,POINT (5.822339504594138 51.85303045304829),49032,2,0,1,0,False,True,49032
57,1046675 leaves lock,2023-12-27 18:02:54.864366,POINT (5.822339504594138 51.85303045304829),49032,1,0,1,0,False,True,49032
58,1500941 enters lock,2023-12-27 18:34:57.896145,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,0,True,False,49032
59,1950006 enters lock,2023-12-27 18:36:41.759535,POINT (5.822339504594138 51.85303045304829),49032,2,0,0,0,True,False,49032
60,Closes entry A,2023-12-27 18:36:54.864366,,49032,2,0,0,0,True,False,49032
61,Opens entry B,2023-12-27 19:06:54.864366,,49032,2,0,0,0,False,True,49032
62,1500941 leaves lock,2023-12-27 19:06:54.864366,POINT (5.822339504594138 51.85303045304829),49032,2,0,0,0,False,True,49032
63,1950006 leaves lock,2023-12-27 19:06:54.864366,POINT (5.822339504594138 51.85303045304829),49032,1,0,0,0,False,True,49032
64,139552 enters lock,2023-12-27 19:23:55.713647,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,False,True,49032
65,139552 leaves lock,2023-12-27 19:54:54.864366,POINT (5.822588443819979 51.85334354929841),49032,1,0,0,0,True,False,49032
66,647517 enters lock,2023-12-27 20:32:41.759535,POINT (5.822339504594138 51.85303045304829),49032,2,0,0,0,True,False,49032
67,1647172 enters lock,2023-12-27 20:32:41.759535,POINT (5.822339504594138 51.85303045304829),49032,2,0,0,0,True,False,49032
68,Closes entry A,2023-12-27 20:32:54.864366,,49032,2,0,0,0,True,False,49032
