,Message,Timestamp,Geometry,name,lock_resource,lock_container,queue_a,queue_b,entry_a,entry_b,lock_id
51,464616 leaves lock,2023-12-28 09:03:36.586253,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,True,False,1288610
52,1500941 enters lock,2023-12-28 20:38:01.053847,POINT (6.774820000004329 51.64799004161344),1288610,1,0,0,0,True,False,1288610
53,Closes entry A,2023-12-28 20:38:36.586253,,1288610,1,0,0,0,True,False,1288610
54,Opens entry B,2023-12-28 21:08:36.586253,,1288610,1,0,0,0,False,True,1288610
55,1500941 leaves lock,2023-12-28 21:08:36.586253,POINT (6.774820000004329 51.64799004161344),1288610,1,0,0,0,False,True,1288610
56,1500941 enters lock,2023-12-28 21:09:04.320471,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,False,True,1288610
57,1500941 leaves lock,2023-12-28 21:40:36.586253,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,True,False,1288610
58,Closes entry A,2023-12-30 03:50:36.586253,,1288610,0,0,0,1,True,False,1288610
59,Opens entry B,2023-12-30 04:20:36.586253,,1288610,0,0,0,1,False,True,1288610
60,211232 enters lock,2023-12-30 04:20:36.586253,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,False,True,1288610
61,211232 leaves lock,2023-12-30 04:52:36.586253,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,True,False,1288610
62,211232 enters lock,2023-12-30 04:53:04.320471,POINT (6.774820000004329 51.64799004161344),1288610,1,0,0,0,True,False,1288610
63,Closes entry A,2023-12-30 04:54:36.586253,,1288610,1,0,0,0,True,False,1288610
64,Opens entry B,2023-12-30 05:24:36.586253,,1288610,1,0,0,0,False,True,1288610
65,211232 leaves lock,2023-12-30 05:24:36.586253,POINT (6.774820000004329 51.64799004161344),1288610,1,0,0,0,False,True,1288610
66,139553 enters lock,2024-01-01 19:05:36.586253,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,False,True,1288610
67,139553 leaves lock,2024-01-01 19:36:36.586253,POINT (6.775219560327108 51.64800325427645),1288610,1,0,0,0,True,False,1288610
68,139553 enters lock,2024-01-01 19:37:04.320471,POINT (6.774820000004329 51.64799004161344),1288610,1,0,0,0,True,False,1288610
69,Closes entry A,2024-01-01 19:38:36.586253,,1288610,1,0,0,0,True,False,1288610
70,Opens entry B,2024-01-01 20:08:36.586253,,1288610,1,0,0,0,False,True,1288610
71,139553 leaves lock,2024-01-01 20:08:36.586253,POINT (6.774820000004329 51.64799004161344),1288610,1,0,0,0,False,True,1288610
0,Closes entry A,2023-12-25 21:33:35.506655,,1287810,0,0,0,1,True,False,1287810
1,Opens entry B,2023-12-25 22:03:35.506655,,1287810,0,0,0,1,False,True,1287810
2,459886 enters lock,2023-12-25 22:03:35.506655,POINT (12.012833905008266 48.94681009126194),1287810,1,0,0,0,False,True,1287810
3,459886 leaves lock,2023-12-25 22:35:35.506655,POINT (12.012833905008266 48.94681009126194),1287810,1,0,0,0,True,False,1287810
0,Closes entry A,2023-12-25 22:00:29.896667,,45980,0,0,0,1,True,False,45980
1,Opens entry B,2023-12-25 22:30:29.896667,,45980,0,0,0,1,False,True,45980
2,1303944 enters lock,2023-12-25 22:30:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
3,1303944 leaves lock,2023-12-25 23:02:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,True,False,45980
4,Closes entry A,2023-12-26 00:59:29.896667,,45980,0,0,0,2,True,False,45980
5,Opens entry B,2023-12-26 01:29:29.896667,,45980,0,0,0,2,False,True,45980
6,1285416 enters lock,2023-12-26 01:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,0,False,True,45980
7,2170669 enters lock,2023-12-26 01:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,0,False,True,45980
8,1285416 leaves lock,2023-12-26 02:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,1,True,False,45980
9,2170669 leaves lock,2023-12-26 02:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
10,Closes entry A,2023-12-26 02:03:29.896667,,45980,0,0,0,1,True,False,45980
11,Opens entry B,2023-12-26 02:33:29.896667,,45980,0,0,0,1,False,True,45980
12,1500940 enters lock,2023-12-26 02:33:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
13,1500940 leaves lock,2023-12-26 03:05:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
14,Closes entry A,2023-12-26 03:07:29.896667,,45980,0,0,0,1,True,False,45980
15,Opens entry B,2023-12-26 03:37:29.896667,,45980,0,0,0,1,False,True,45980
16,1887281 enters lock,2023-12-26 03:37:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
17,1887281 leaves lock,2023-12-26 04:09:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
18,Closes entry A,2023-12-26 04:11:29.896667,,45980,0,0,0,1,True,False,45980
19,Opens entry B,2023-12-26 04:41:29.896667,,45980,0,0,0,1,False,True,45980
20,1376160 enters lock,2023-12-26 04:41:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
21,1376160 leaves lock,2023-12-26 05:13:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
22,Closes entry A,2023-12-26 05:15:29.896667,,45980,0,0,0,1,True,False,45980
23,Opens entry B,2023-12-26 05:45:29.896667,,45980,0,0,0,1,False,True,45980
24,957734 enters lock,2023-12-26 05:45:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
25,957734 leaves lock,2023-12-26 06:17:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
26,Closes entry A,2023-12-26 06:19:29.896667,,45980,0,0,0,1,True,False,45980
27,Opens entry B,2023-12-26 06:49:29.896667,,45980,0,0,0,1,False,True,45980
28,1635497 enters lock,2023-12-26 06:49:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
29,1635497 leaves lock,2023-12-26 07:21:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
30,Closes entry A,2023-12-26 07:23:29.896667,,45980,0,0,0,1,True,False,45980
31,Opens entry B,2023-12-26 07:53:29.896667,,45980,0,0,0,1,False,True,45980
32,1510192 enters lock,2023-12-26 07:53:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
33,1510192 leaves lock,2023-12-26 08:25:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,True,False,45980
34,Closes entry A,2023-12-26 08:59:29.896667,,45980,0,0,0,1,True,False,45980
35,Opens entry B,2023-12-26 09:29:29.896667,,45980,0,0,0,1,False,True,45980
36,2421374 enters lock,2023-12-26 09:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
37,2421374 leaves lock,2023-12-26 10:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
38,Closes entry A,2023-12-26 10:03:29.896667,,45980,0,0,0,1,True,False,45980
39,Opens entry B,2023-12-26 10:33:29.896667,,45980,0,0,0,1,False,True,45980
40,2407437 enters lock,2023-12-26 10:33:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
41,2407437 leaves lock,2023-12-26 11:05:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,True,False,45980
42,Closes entry A,2023-12-26 11:59:29.896667,,45980,0,0,0,1,True,False,45980
43,Opens entry B,2023-12-26 12:29:29.896667,,45980,0,0,0,1,False,True,45980
44,1195091 enters lock,2023-12-26 12:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
45,1195091 leaves lock,2023-12-26 13:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,True,False,45980
46,Closes entry A,2023-12-26 13:59:29.896667,,45980,0,0,0,1,True,False,45980
47,Opens entry B,2023-12-26 14:29:29.896667,,45980,0,0,0,1,False,True,45980
48,777209 enters lock,2023-12-26 14:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
49,777209 leaves lock,2023-12-26 15:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
50,Closes entry A,2023-12-26 15:03:29.896667,,45980,0,0,0,1,True,False,45980
51,Opens entry B,2023-12-26 15:33:29.896667,,45980,0,0,0,1,False,True,45980
52,753938 enters lock,2023-12-26 15:33:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
53,753938 leaves lock,2023-12-26 16:05:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,True,False,45980
54,Closes entry A,2023-12-26 16:59:29.896667,,45980,0,0,0,2,True,False,45980
55,Opens entry B,2023-12-26 17:29:29.896667,,45980,0,0,0,2,False,True,45980
56,227671 enters lock,2023-12-26 17:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,0,False,True,45980
57,1677302 enters lock,2023-12-26 17:29:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,0,False,True,45980
58,227671 leaves lock,2023-12-26 18:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,1,True,False,45980
59,1677302 leaves lock,2023-12-26 18:01:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
60,Closes entry A,2023-12-26 18:03:29.896667,,45980,0,0,0,1,True,False,45980
61,Opens entry B,2023-12-26 18:33:29.896667,,45980,0,0,0,1,False,True,45980
62,1737684 enters lock,2023-12-26 18:33:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
63,1737684 leaves lock,2023-12-26 19:05:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,3,True,False,45980
64,Closes entry A,2023-12-26 19:07:29.896667,,45980,0,0,0,3,True,False,45980
65,Opens entry B,2023-12-26 19:37:29.896667,,45980,0,0,0,3,False,True,45980
66,760855 enters lock,2023-12-26 19:37:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,1,False,True,45980
67,1215924 enters lock,2023-12-26 19:37:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,1,False,True,45980
68,760855 leaves lock,2023-12-26 20:09:29.896667,POINT (5.408883870086637 51.97642310366814),45980,2,0,0,1,True,False,45980
69,1215924 leaves lock,2023-12-26 20:09:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
70,Closes entry A,2023-12-26 20:11:29.896667,,45980,0,0,0,1,True,False,45980
71,Opens entry B,2023-12-26 20:41:29.896667,,45980,0,0,0,1,False,True,45980
72,2200797 enters lock,2023-12-26 20:41:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,0,False,True,45980
73,2200797 leaves lock,2023-12-26 21:13:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,0,1,True,False,45980
74,Closes entry A,2023-12-26 21:15:29.896667,,45980,0,0,0,1,True,False,45980
75,Opens entry B,2023-12-26 21:45:29.896667,,45980,0,0,1,1,False,True,45980
76,545727 enters lock,2023-12-26 21:45:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,1,0,False,True,45980
77,545727 leaves lock,2023-12-26 22:17:29.896667,POINT (5.408883870086637 51.97642310366814),45980,1,0,1,0,True,False,45980
78,1174221 enters lock,2023-12-26 22:17:39.432039,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
79,Closes entry A,2023-12-26 22:19:29.896667,,45980,1,0,0,0,True,False,45980
80,Opens entry B,2023-12-26 22:49:29.896667,,45980,1,0,0,0,False,True,45980
81,1174221 leaves lock,2023-12-26 22:49:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
82,1894321 enters lock,2023-12-27 00:54:39.432039,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
83,Closes entry A,2023-12-27 00:56:29.896667,,45980,1,0,0,0,True,False,45980
84,Opens entry B,2023-12-27 01:26:29.896667,,45980,1,0,0,0,False,True,45980
85,1894321 leaves lock,2023-12-27 01:26:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
86,2131288 enters lock,2023-12-27 04:35:30.936203,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
87,Closes entry A,2023-12-27 04:37:29.896667,,45980,1,0,0,0,True,False,45980
88,Opens entry B,2023-12-27 05:07:29.896667,,45980,1,0,0,0,False,True,45980
89,2131288 leaves lock,2023-12-27 05:07:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
90,81849 enters lock,2023-12-27 10:35:30.936203,POINT (5.409274152625589 51.97651073665159),45980,1,0,1,0,True,False,45980
91,883691 enters lock,2023-12-27 10:35:39.577665,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,True,False,45980
92,Closes entry A,2023-12-27 10:37:29.896667,,45980,2,0,0,0,True,False,45980
93,Opens entry B,2023-12-27 11:07:29.896667,,45980,2,0,0,0,False,True,45980
94,81849 leaves lock,2023-12-27 11:07:29.896667,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,False,True,45980
95,883691 leaves lock,2023-12-27 11:07:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
96,323124 enters lock,2023-12-27 11:47:35.233515,POINT (5.409274152625589 51.97651073665159),45980,2,0,2,0,True,False,45980
97,1095151 enters lock,2023-12-27 11:47:35.233515,POINT (5.409274152625589 51.97651073665159),45980,2,0,2,0,True,False,45980
98,Closes entry A,2023-12-27 11:49:29.896667,,45980,2,0,2,0,True,False,45980
99,Opens entry B,2023-12-27 12:19:29.896667,,45980,2,0,2,0,False,True,45980
100,323124 leaves lock,2023-12-27 12:19:29.896667,POINT (5.409274152625589 51.97651073665159),45980,2,0,2,0,False,True,45980
101,1095151 leaves lock,2023-12-27 12:19:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,2,0,False,True,45980
102,1143818 enters lock,2023-12-27 12:51:35.233515,POINT (5.409274152625589 51.97651073665159),45980,2,0,2,0,True,False,45980
103,800360 enters lock,2023-12-27 12:51:35.233515,POINT (5.409274152625589 51.97651073665159),45980,2,0,2,0,True,False,45980
104,Closes entry A,2023-12-27 12:53:29.896667,,45980,2,0,2,0,True,False,45980
105,Opens entry B,2023-12-27 13:23:29.896667,,45980,2,0,2,0,False,True,45980
106,1143818 leaves lock,2023-12-27 13:23:29.896667,POINT (5.409274152625589 51.97651073665159),45980,2,0,2,0,False,True,45980
107,800360 leaves lock,2023-12-27 13:23:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,2,0,False,True,45980
108,2314587 enters lock,2023-12-27 13:55:35.975587,POINT (5.409274152625589 51.97651073665159),45980,1,0,1,0,True,False,45980
109,1500942 enters lock,2023-12-27 13:55:39.432039,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,True,False,45980
110,Closes entry A,2023-12-27 13:57:29.896667,,45980,2,0,0,0,True,False,45980
111,Opens entry B,2023-12-27 14:27:29.896667,,45980,2,0,0,0,False,True,45980
112,2314587 leaves lock,2023-12-27 14:27:29.896667,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,False,True,45980
113,1500942 leaves lock,2023-12-27 14:27:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
114,2096466 enters lock,2023-12-27 15:35:30.372361,POINT (5.409274152625589 51.97651073665159),45980,1,0,1,0,True,False,45980
115,371537 enters lock,2023-12-27 15:35:30.936203,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,True,False,45980
116,Closes entry A,2023-12-27 15:37:29.896667,,45980,2,0,0,0,True,False,45980
117,Opens entry B,2023-12-27 16:07:29.896667,,45980,2,0,0,0,False,True,45980
118,2096466 leaves lock,2023-12-27 16:07:29.896667,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,False,True,45980
119,371537 leaves lock,2023-12-27 16:07:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
120,97921 enters lock,2023-12-28 13:06:30.909923,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
121,Closes entry A,2023-12-28 13:08:29.896667,,45980,1,0,0,0,True,False,45980
122,Opens entry B,2023-12-28 13:38:29.896667,,45980,1,0,0,0,False,True,45980
123,97921 leaves lock,2023-12-28 13:38:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
124,2031363 enters lock,2023-12-28 15:06:31.258237,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
125,Closes entry A,2023-12-28 15:08:29.896667,,45980,1,0,0,0,True,False,45980
126,Opens entry B,2023-12-28 15:38:29.896667,,45980,1,0,0,0,False,True,45980
127,2031363 leaves lock,2023-12-28 15:38:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
128,2189225 enters lock,2023-12-31 00:03:35.306082,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
129,Closes entry A,2023-12-31 00:05:29.896667,,45980,1,0,0,0,True,False,45980
130,Opens entry B,2023-12-31 00:35:29.896667,,45980,1,0,0,0,False,True,45980
131,2189225 leaves lock,2023-12-31 00:35:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
132,2003602 enters lock,2023-12-31 04:36:35.306082,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,True,False,45980
133,2193858 enters lock,2023-12-31 04:36:35.306082,POINT (5.409274152625589 51.97651073665159),45980,2,0,0,0,True,False,45980
134,Closes entry A,2023-12-31 04:38:29.896667,,45980,2,0,0,0,True,False,45980
135,Opens entry B,2023-12-31 05:08:29.896667,,45980,2,0,1,0,False,True,45980
136,2003602 leaves lock,2023-12-31 05:08:29.896667,POINT (5.409274152625589 51.97651073665159),45980,2,0,1,0,False,True,45980
137,2193858 leaves lock,2023-12-31 05:08:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,1,0,False,True,45980
138,28127 enters lock,2023-12-31 05:40:34.059050,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
139,Closes entry A,2023-12-31 05:42:29.896667,,45980,1,0,0,0,True,False,45980
140,Opens entry B,2023-12-31 06:12:29.896667,,45980,1,0,0,0,False,True,45980
141,28127 leaves lock,2023-12-31 06:12:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
142,346275 enters lock,2023-12-31 07:10:34.059050,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
143,Closes entry A,2023-12-31 07:12:29.896667,,45980,1,0,0,0,True,False,45980
144,Opens entry B,2023-12-31 07:42:29.896667,,45980,1,0,0,0,False,True,45980
145,346275 leaves lock,2023-12-31 07:42:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
146,1742301 enters lock,2023-12-31 10:52:33.422872,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
147,Closes entry A,2023-12-31 10:54:29.896667,,45980,1,0,0,0,True,False,45980
148,Opens entry B,2023-12-31 11:24:29.896667,,45980,1,0,0,0,False,True,45980
149,1742301 leaves lock,2023-12-31 11:24:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
150,936841 enters lock,2023-12-31 12:47:35.306082,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
151,Closes entry A,2023-12-31 12:49:29.896667,,45980,1,0,0,0,True,False,45980
152,Opens entry B,2023-12-31 13:19:29.896667,,45980,1,0,0,0,False,True,45980
153,936841 leaves lock,2023-12-31 13:19:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
154,547999 enters lock,2023-12-31 14:19:37.233287,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
155,Closes entry A,2023-12-31 14:21:29.896667,,45980,1,0,0,0,True,False,45980
156,Opens entry B,2023-12-31 14:51:29.896667,,45980,1,0,0,0,False,True,45980
157,547999 leaves lock,2023-12-31 14:51:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
158,1896681 enters lock,2023-12-31 15:37:31.585033,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
159,Closes entry A,2023-12-31 15:39:29.896667,,45980,1,0,0,0,True,False,45980
160,Opens entry B,2023-12-31 16:09:29.896667,,45980,1,0,0,0,False,True,45980
161,1896681 leaves lock,2023-12-31 16:09:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
162,211232 enters lock,2023-12-31 16:42:35.233515,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
163,Closes entry A,2023-12-31 16:44:29.896667,,45980,1,0,0,0,True,False,45980
164,Opens entry B,2023-12-31 17:14:29.896667,,45980,1,0,0,0,False,True,45980
165,211232 leaves lock,2023-12-31 17:14:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
166,1747045 enters lock,2024-01-01 05:34:31.949989,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
167,Closes entry A,2024-01-01 05:36:29.896667,,45980,1,0,0,0,True,False,45980
168,Opens entry B,2024-01-01 06:06:29.896667,,45980,1,0,0,0,False,True,45980
169,1747045 leaves lock,2024-01-01 06:06:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
170,814165 enters lock,2024-01-01 17:34:31.949989,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
171,Closes entry A,2024-01-01 17:36:29.896667,,45980,1,0,0,0,True,False,45980
172,Opens entry B,2024-01-01 18:06:29.896667,,45980,1,0,0,0,False,True,45980
173,814165 leaves lock,2024-01-01 18:06:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
174,459886 enters lock,2024-01-08 12:00:35.306082,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,True,False,45980
175,Closes entry A,2024-01-08 12:02:29.896667,,45980,1,0,0,0,True,False,45980
176,Opens entry B,2024-01-08 12:32:29.896667,,45980,1,0,0,0,False,True,45980
177,459886 leaves lock,2024-01-08 12:32:29.896667,POINT (5.409274152625589 51.97651073665159),45980,1,0,0,0,False,True,45980
0,Closes entry A,2023-12-25 22:05:52.509577,,6816,0,0,0,1,True,False,6816
1,Opens entry B,2023-12-25 22:35:52.509577,,6816,0,0,0,1,False,True,6816
2,164947 enters lock,2023-12-25 22:35:52.509577,POINT (5.103103035330989 52.04565524596302),6816,1,0,0,0,False,True,6816
3,164947 leaves lock,2023-12-25 23:07:52.509577,POINT (5.103103035330989 52.04565524596302),6816,1,0,0,0,True,False,6816
0,Closes entry A,2023-12-25 22:47:57.019428,,1293397,0,0,0,2,True,False,1293397
1,Opens entry B,2023-12-25 23:17:57.019428,,1293397,0,0,0,2,False,True,1293397
2,2003602 enters lock,2023-12-25 23:17:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,2,0,0,0,False,True,1293397
3,2193858 enters lock,2023-12-25 23:17:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,2,0,0,0,False,True,1293397
4,2003602 leaves lock,2023-12-25 23:49:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,2,0,0,0,True,False,1293397
5,2193858 leaves lock,2023-12-25 23:49:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
6,2003602 enters lock,2023-12-25 23:50:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,2,0,0,0,True,False,1293397
7,2193858 enters lock,2023-12-25 23:50:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,2,0,0,0,True,False,1293397
8,Closes entry A,2023-12-25 23:51:57.019428,,1293397,2,0,0,2,True,False,1293397
9,Opens entry B,2023-12-26 00:21:57.019428,,1293397,2,0,0,2,False,True,1293397
10,2003602 leaves lock,2023-12-26 00:21:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,2,0,0,2,False,True,1293397
11,2193858 leaves lock,2023-12-26 00:21:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,2,False,True,1293397
12,939224 enters lock,2023-12-26 00:22:07.019428,POINT (8.476344742659299 50.03789661690307),1293397,2,0,0,0,False,True,1293397
13,2003603 enters lock,2023-12-26 00:22:07.019428,POINT (8.476344742659299 50.03789661690307),1293397,2,0,0,0,False,True,1293397
14,939224 leaves lock,2023-12-26 00:53:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,2,0,0,0,True,False,1293397
15,2003603 leaves lock,2023-12-26 00:53:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
16,939224 enters lock,2023-12-26 00:54:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,2,0,0,0,True,False,1293397
17,2003603 enters lock,2023-12-26 00:54:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,2,0,0,0,True,False,1293397
18,Closes entry A,2023-12-26 00:55:57.019428,,1293397,2,0,0,1,True,False,1293397
19,Opens entry B,2023-12-26 01:25:57.019428,,1293397,2,0,0,1,False,True,1293397
20,939224 leaves lock,2023-12-26 01:25:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,2,0,0,1,False,True,1293397
21,2003603 leaves lock,2023-12-26 01:25:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,1,False,True,1293397
22,934524 enters lock,2023-12-26 01:26:07.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
23,934524 leaves lock,2023-12-26 01:57:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
24,934524 enters lock,2023-12-26 01:58:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
25,Closes entry A,2023-12-26 01:59:57.019428,,1293397,1,0,0,0,True,False,1293397
26,Opens entry B,2023-12-26 02:29:57.019428,,1293397,1,0,0,0,False,True,1293397
27,934524 leaves lock,2023-12-26 02:29:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
28,936841 enters lock,2023-12-26 07:29:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
29,936841 leaves lock,2023-12-26 08:00:57.019428,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,True,False,1293397
30,936841 enters lock,2023-12-26 08:01:27.768878,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
31,Closes entry A,2023-12-26 08:02:57.019428,,1293397,1,0,0,0,True,False,1293397
32,Opens entry B,2023-12-26 08:32:57.019428,,1293397,1,0,0,0,False,True,1293397
33,936841 leaves lock,2023-12-26 08:32:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
34,1510192 enters lock,2023-12-31 12:41:05.439921,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,True,False,1293397
35,Closes entry A,2023-12-31 12:42:57.019428,,1293397,1,0,0,0,True,False,1293397
36,Opens entry B,2023-12-31 13:12:57.019428,,1293397,1,0,0,0,False,True,1293397
37,1510192 leaves lock,2023-12-31 13:12:57.019428,POINT (8.475967014276241 50.03776749751982),1293397,1,0,0,0,False,True,1293397
38,1510192 enters lock,2023-12-31 13:13:27.768878,POINT (8.476344742659299 50.03789661690307),1293397,1,0,0,0,False,True,1293397
